labels,age_first_funding_year,age_last_funding_year,age_first_milestone_year,age_last_milestone_year,relationships,funding_rounds,funding_total_usd,milestones,is_CA,is_NY,is_MA,is_TX,is_otherstate,is_software,is_web,is_mobile,is_enterprise,is_advertising,is_gamesvideo,is_ecommerce,is_biotech,is_consulting,is_othercategory,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,avg_participants,is_top500,funding_duration_days,funding_per_relationship,milestone_velocity,total_round_types,funding_total_usd_log,category_code_freq,state_code_freq
1,0.7205,2.4356,0.7671,2.7918,7,2,3000000,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2.5,1,626,375000.0,0.5274539796402764,2,14.914123179965662,0.011917659804983749,0.5287107258938245
1,4.0384,4.0384,6.0027,6.0027,10,1,20000000,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1.0,0,0,1818181.8181818181,0.14280206206177617,1,16.811242881518265,0.06717226435536294,0.11484290357529794
1,0.7479,2.0959,1.6548,2.0959,6,2,2000000,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.5,1,492,285714.28571428574,0.9690235472721987,1,14.508658238524095,0.06717226435536294,0.0032502708559046588
1,3.8192,6.0932,9.0055,9.7726,3,2,19900000,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2.0,1,830,4975000.0,0.18565620184542264,2,16.806230339945976,0.1657638136511376,0.004333694474539545
0,1.2493,1.2493,2.589,2.589,6,1,1500000,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,0,0,214285.7142857143,0.27862914460852606,0,14.220976332738882,0.027085590465872156,0.5287107258938245
0,0.0,0.0,1.2521,1.2521,4,1,325000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4.0,0,0,65000.0,0.4440300164291106,1,12.691583538230217,0.024918743228602384,0.5287107258938245
0,0.463,0.463,1.2795,1.8192,16,1,3500000,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5.0,1,0,205882.35294117648,0.7094211123723042,1,15.068273812173887,0.0790899241603467,0.5287107258938245
0,2.0027,4.3863,1.5836,4.1918,7,4,30000000,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,2.0,1,870,3750000.0,0.3852228514195462,3,17.216707972959764,0.03683640303358613,0.04550379198266522
1,4.2384,4.2384,0.0,0.0,1,1,50000000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6.0,1,0,25000000.0,0.0,1,17.72753358339242,0.03683640303358613,0.5287107258938245
1,1.4712,1.4712,1.0027,1.4712,5,1,2000000,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3.0,1,0,333333.3333333333,0.8093234056328908,1,14.508658238524095,0.027085590465872156,0.11484290357529794
1,1.5041,5.8356,6.1699,8.3534,25,6,72000000,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,2.3333,1,1581,2769230.769230769,0.2138259884106314,5,18.09217669086922,0.06717226435536294,0.5287107258938245
1,1.6849,5.8493,8.4219,8.4219,4,3,27690547,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,4.5,1,1520,5538109.4,0.1061357051125569,3,17.136601685489413,0.024918743228602384,0.5287107258938245
0,2.189,2.189,0.0,0.0,32,1,9000000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4.0,1,0,272727.2727272727,0.0,1,16.012735246411598,0.03791982665222102,0.04550379198266522
1,0.4192,1.4658,3.1315,4.137,12,2,7500000,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3.5,1,382,576923.0769230769,0.5839984426708196,1,15.830413711839864,0.0790899241603467,0.5287107258938245
1,0.6932,1.4986,3.4164,3.4164,9,2,10000000,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,1,294,1000000.0,0.22642876551037047,1,16.118095750958314,0.1657638136511376,0.04550379198266522
1,1.4411,6.6795,2.0,2.0,7,4,5965000,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1.0,0,1912,745625.0,0.3333333333333333,2,15.601419781158732,0.1657638136511376,0.5287107258938245
1,0.0,0.0,0.0,7.4548,9,1,4000000,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0,0,400000.0,0.47310403557742353,1,15.201805169084134,0.08559046587215602,0.5287107258938245
0,5.1397,5.1397,7.0055,7.0055,2,1,5000000,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1.0,0,0,1666666.6666666667,0.12491412154144027,1,15.424948670398354,0.06717226435536294,0.0032502708559046588
1,1.0877,1.0877,5.0959,7.3863,15,1,11500000,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.0,1,0,718750.0,0.23848419446001215,1,16.257857680289998,0.06717226435536294,0.5287107258938245
0,1.0356,2.1479,1.5808,1.5808,2,2,1050000,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0,406,350000.0,0.38747675139491633,1,13.864301674514206,0.1560130010834236,0.01950162513542795
1,1.1644,1.3507,1.3507,3.3315,13,2,5500000,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,1,68,392857.14285714284,0.4617338104582708,1,15.520258832020865,0.1560130010834236,0.11484290357529794
1,0.8301,2.8329,1.0877,3.337,17,3,5000000,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1.6667,1,731,277777.77777777775,0.9222965183306434,2,15.424948670398354,0.06717226435536294,0.018418201516793065
0,0.0,0.6247,0.0,1.663,11,2,3700000,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3.0,0,612,308333.3333333333,1.1265490048817122,1,15.123843647884687,0.0790899241603467,0.5287107258938245
0,1.2137,3.0082,0.0,0.0,4,2,7000000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,0,655,1400000.0,0.0,1,15.76142084987672,0.1657638136511376,0.5287107258938245
0,1.2466,2.1616,2.0,3.8137,14,2,32000000,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,3.5,1,334,2133333.3333333335,0.8309616303467188,2,17.281246492014,0.03683640303358613,0.08992416034669556
1,0.7123,4.2301,2.6685,3.0575,8,3,7900000,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.0,0,1284,877777.7777777778,0.4929143561306223,1,15.882373444019521,0.06717226435536294,0.08992416034669556
1,0.6685,6.2795,2.7945,7.4493,16,5,80000000,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,2.25,1,2048,4705882.352941177,0.3550589989703289,5,18.197537205138154,0.03683640303358613,0.5287107258938245
0,4.8247,4.8247,0.2466,0.2466,1,1,5000000,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,1,0,2500000.0,0.802181934862827,1,15.424948670398354,0.08559046587215602,0.04550379198266522
1,1.0,3.1863,2.4301,7.6247,5,2,2100000,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1.5,1,798,350000.0,0.3478381856760235,2,14.557448378884015,0.020585048754062838,0.04550379198266522
1,0.2055,4.3973,3.4164,3.4164,6,4,22250000,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,2.5,1,1530,3178571.4285714286,0.22642876551037047,4,16.917852611520342,0.0790899241603467,0.007583965330444204
1,0.5397,1.5014,0.0,2.2082,6,2,1975000,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,3.0,0,351,282142.85714285716,0.6234025310142759,2,14.496079462646344,0.0790899241603467,0.007583965330444204
1,0.0,0.0,3.5918,4.3260000000000005,0,1,1000000,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,1,0,1000000.0,0.37551633496057074,1,13.815511557963774,0.1560130010834236,0.11484290357529794
0,2.3452,2.3452,0.0,0.0,0,1,35000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.0,0,0,35000000.0,0.0,1,17.370858648025116,0.024918743228602384,0.018418201516793065
1,0.0822,4.3260000000000005,3.663,5.6110000000000015,12,7,88651133,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,3.1667,1,1549,6819317.923076923,0.756315232188776,6,18.300219382280847,0.08559046587215602,0.11484290357529794
1,5.5945,5.5945,0.0,0.0,3,1,26000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2.0,1,0,6500000.0,0.0,1,17.073607134447293,0.03791982665222102,0.08992416034669556
0,0.6712,0.6712,0.0,0.7562,3,1,100000,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0,0,0,25000.0,1.1388224575788635,1,11.51293546492023,0.056338028169014086,0.5287107258938245
1,1.0,1.0,3.811,4.9178,6,1,5000000,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1,0,714285.7142857143,0.5069451485349286,1,15.424948670398354,0.08559046587215602,0.020585048754062838
0,6.8356,8.3096,0.0,0.0,5,2,7300000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,3.0,1,538,1216666.6666666667,0.0,2,15.803385043104912,0.03683640303358613,0.011917659804983749
1,2.0027,6.2274,4.0027,10.7616,8,3,64080000,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,4.0,1,1542,7120000.0,0.17004489185144878,3,17.97564287632987,0.03683640303358613,0.5287107258938245
1,1.3425,1.726,0.0,1.7205,8,2,5800000,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,4.0,1,140,644444.4444444445,0.7351589781290204,2,15.573368647930426,0.0790899241603467,0.0032502708559046588
0,4.0027,5.7534,5.9233,6.0,6,4,89500000,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1.0,1,639,12785714.285714285,0.2857142857142857,2,18.309749194418266,0.0065005417118093175,0.5287107258938245
1,0.5808,5.2521,3.0877,4.1699,11,4,23350000,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,3.0,1,1705,1945833.3333333333,0.3868546780401942,3,16.966107584905732,0.056338028169014086,0.5287107258938245
1,3.6877,5.9644,0.0,0.0,7,2,13500000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2.5,1,831,1687500.0,0.0,2,16.41820031748273,0.1657638136511376,0.08992416034669556
1,7.3534,8.126,11.0329,11.0575,13,2,24500000,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.5,1,282,1750000.0,0.16587186398507153,0,17.01418371633128,0.020585048754062838,0.08992416034669556
0,3.6027,3.6027,3.0027,3.0027,2,1,10000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4.0,1,0,3333333.3333333335,0.24983136382941515,1,16.118095750958314,0.027085590465872156,0.5287107258938245
0,0.0,0.0,0.0,0.0,3,1,8500000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.0,0,0,2125000.0,0.0,1,15.955576839107596,0.011917659804983749,0.0032502708559046588
0,16.4192,16.4192,0.0,0.0,0,1,6000000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3.0,0,0,6000000.0,0.0,1,15.607270193858982,0.024918743228602384,0.04550379198266522
1,1.337,1.337,1.3479,1.3479,3,1,2000000,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,1,0,500000.0,0.4259125175688913,1,14.508658238524095,0.1657638136511376,0.5287107258938245
1,1.1123,1.937,0.0,1.1123,3,2,4100000,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.5,1,301,1025000.0,0.9468352033328598,1,15.226497775576945,0.0790899241603467,0.04550379198266522
1,0.3699,0.3699,1.9507,8.3178,5,1,6200000,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2.0,1,0,1033333.3333333334,0.4292858829337397,1,15.64006001130563,0.013001083423618635,0.5287107258938245
1,4.0877,5.5753,4.0027,4.0027,8,2,12250000,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2.5,1,543,1361111.111111111,0.1998920582885242,2,16.32103657658766,0.06717226435536294,0.5287107258938245
1,3.3945,5.0712,5.7233,8.7342,3,2,11725600,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2.0,1,612,2931400.0,0.20546115756816175,2,16.277285128978708,0.08559046587215602,0.5287107258938245
0,4.3151,5.8301,0.0,0.0,1,2,16000000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3.0,1,553,8000000.0,0.0,2,16.588099342704055,0.1657638136511376,0.08992416034669556
1,2.4767,4.3836,3.3945,4.9863,10,3,5056559,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1.6667,1,696,459687.1818181818,0.33409618629203347,2,15.43619696816912,0.08559046587215602,0.04550379198266522
1,0.4137,0.4137,6.8329,8.874,9,1,100000,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,1,0,10000.0,0.30382823577071094,1,11.51293546492023,0.1560130010834236,0.5287107258938245
1,2.3342,6.9671,4.0027,8.3014,11,3,68200000,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,4.0,1,1691,5683333.333333333,0.32253209194314836,2,18.037955137476448,0.02925243770314193,0.5287107258938245
1,4.0877,9.3068,6.0027,6.0027,5,3,33000000,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,3.6667,1,1905,5500000.0,0.14280206206177617,3,17.312018149733785,0.0790899241603467,0.5287107258938245
0,1.7863,3.3014,2.0822,2.3288,8,3,3352194,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,9.5,0,553,372466.0,0.600817111271329,2,15.0251259131164,0.020585048754062838,0.007583965330444204
1,1.4082,1.9068,0.0,1.8384,5,2,2212000,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,3.0,1,182,368666.6666666667,0.7046223224351748,2,14.609408093703827,0.020585048754062838,0.11484290357529794
1,5.9014,7.2904,0.0,0.0,1,4,19800000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,5.0,1,507,9900000.0,0.0,2,16.801192546169812,0.03683640303358613,0.5287107258938245
0,0.8301,1.0986,1.1014,1.1616,6,2,4500000,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3.0,1,98,642857.1428571428,0.9252405625462621,2,15.319588176962746,0.1560130010834236,0.5287107258938245
1,4.0027,4.0055,4.0027,4.0027,2,2,14000000,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1.5,1,1,4666666.666666667,0.1998920582885242,2,16.454567959008102,0.1657638136511376,0.08992416034669556
0,0.0548,0.0548,0.0685,0.4,4,1,100000,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,0,0,20000.0,1.4285714285714286,1,11.51293546492023,0.015167930660888408,0.0065005417118093175
1,2.3562,3.4274,3.0027,5.3425,4,2,9900000,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.0,1,391,1980000.0,0.31533307055577453,2,16.108045416114916,0.1657638136511376,0.5287107258938245
1,0.0,5.063,5.0055,5.7945,10,3,7600000,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,5.0,1,1848,690909.0909090909,0.2943557288983737,2,15.843658936835498,0.06717226435536294,0.5287107258938245
0,0.0,0.0,0.737,0.737,2,1,50000,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2.0,0,0,16666.666666666668,0.5757052389176741,1,10.819798284210286,0.056338028169014086,0.5287107258938245
0,0.0,0.0,0.0,0.0,3,1,650000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,0,0,162500.0,0.0,1,13.384729180332174,0.027085590465872156,0.5287107258938245
0,0.9178,2.7288,2.4164,2.7288,8,3,10500000,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,2.0,1,661,1166666.6666666667,0.8045483801759279,3,16.166885910365842,0.08559046587215602,0.5287107258938245
1,0.4712,0.4712,0.0,0.9178,12,1,500000,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,38461.53846153846,1.0428616122640526,1,13.122365377402328,0.1560130010834236,0.5287107258938245
1,1.9342,4.0438,2.0027,10.189,2,2,24300000,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2.5,1,770,8100000.0,0.2681204754669765,2,17.00598694946304,0.1560130010834236,0.5287107258938245
0,7.4904,7.874,7.0055,7.0055,6,2,18000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,4.0,1,140,2571428.5714285714,0.12491412154144027,2,16.705882371415992,0.02925243770314193,0.5287107258938245
1,0.6548,3.5452,3.8438,6.5589,27,3,26000000,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,3.6667,1,1055,928571.4285714285,0.6614719072880975,3,17.073607134447293,0.011917659804983749,0.5287107258938245
0,2.2466,5.0356,0.0,0.0,2,2,9500000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,3.0,1,1018,3166666.6666666665,0.0,2,16.066802461833923,0.02925243770314193,0.5287107258938245
1,7.3151,7.3151,5.0055,5.0055,6,1,16980999,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1.0,1,0,2425857.0,0.166514028806927,1,16.64760562992844,0.03683640303358613,0.007583965330444204
0,1.0027,1.0027,1.1644,3.5699,2,1,5000000,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3.0,0,0,1666666.6666666667,0.4376463379942668,1,15.424948670398354,0.056338028169014086,0.5287107258938245
0,1.6712,1.6712,0.0,0.0,3,1,350000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.0,0,0,87500.0,0.0,1,12.765691290604371,0.02925243770314193,0.04550379198266522
0,1.2384,4.9726,1.0,1.0,1,5,13130000,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2.0,1,1363,6565000.0,0.5,2,16.390410322440438,0.1560130010834236,0.08992416034669556
0,2.8247,2.8247,0.0,2.8219,1,1,20000000,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0,0,10000000.0,0.5232999293545095,1,16.811242881518265,0.1657638136511376,0.04550379198266522
1,0.5014,3.2959,2.0685,6.9973,18,3,26500000,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,2.0,1,1020,1394736.8421052631,0.5001688069723532,3,17.0926553286923,0.08559046587215602,0.08992416034669556
1,3.6986,4.1041,0.0,0.0,4,2,15000000,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5.0,1,148,3000000.0,0.0,1,16.52356082573315,0.0790899241603467,0.08992416034669556
0,4.3041,4.3041,0.0,0.0,0,1,2600000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.0,0,0,2600000.0,0.0,1,14.77102238760702,0.027085590465872156,0.007583965330444204
0,2.3973,6.0329,0.0,0.0,1,4,21470000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,3.5,1,1327,10735000.0,0.0,2,16.882167216431583,0.024918743228602384,0.5287107258938245
0,0.0,0.0,0.274,0.863,5,1,20000,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,3333.3333333333335,1.0735373054213635,1,9.90353755128617,0.08559046587215602,0.04550379198266522
0,1.9151,2.5808,2.0,6.9178,10,2,3600000,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1.0,0,243,327272.7272727273,0.37889312687867843,2,15.096444681204078,0.1560130010834236,0.5287107258938245
1,0.8329,7.2521,8.0055,8.4,23,7,27300000,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,2.0,1,2343,1137500.0,0.425531914893617,5,17.122397296785223,0.056338028169014086,0.11484290357529794
1,0.5863,0.5863,1.0493,1.0493,8,1,2600000,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2.0,0,0,288888.8888888889,0.4879715024642562,1,14.77102238760702,0.027085590465872156,0.5287107258938245
0,0.8027,0.8027,0.0,1.411,5,1,5000000,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1,0,833333.3333333334,0.8295313148071339,1,15.424948670398354,0.1560130010834236,0.5287107258938245
1,4.7589,6.2247,3.6685,6.2247,2,2,17000000,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3.5,1,535,5666666.666666667,0.27682810358907634,2,16.648723960844016,0.08559046587215602,0.5287107258938245
0,4.3699,4.3699,0.0,0.0,0,1,662000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3.0,0,0,662000.0,0.0,1,13.403022345492023,0.0021668472372697724,0.0021668472372697724
1,0.0,1.0247,2.0055,2.7315,12,2,3750000,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,4.0,1,374,288461.53846153844,0.5359774889454643,2,15.137266664613225,0.0010834236186348862,0.11484290357529794
1,0.9726,6.7534,5.2466,9.1534,57,4,45000000,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,4.6667,1,2110,775862.0689655172,0.7879134083164261,4,17.622173069956816,0.00866738894907909,0.5287107258938245
1,3.8849,5.863,2.8356,6.1123,9,2,6700000,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,8.0,1,722,670000.0,0.5624059727514306,1,15.717618233614914,0.0065005417118093175,0.11484290357529794
1,0.1753,3.8795,2.0,4.474,12,3,20750000,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,2.3333,1,1352,1596153.8461538462,0.36536353671903543,3,16.84805685283375,0.02925243770314193,0.5287107258938245
1,1.1616,7.5041,0.0,0.0,5,4,19000000,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,2.0,1,2315,3166666.6666666665,0.0,3,16.759949589762293,0.056338028169014086,0.5287107258938245
1,0.0,0.6658,0.0,0.0,20,3,22500000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,4.0,1,396,1071428.5714285714,0.0,2,16.929025911619092,0.013001083423618635,0.5287107258938245
1,0.5041,3.0986,2.2384,3.7562,10,3,7300000,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,2.0,1,947,663636.3636363636,0.6307556452630252,3,15.803385043104912,0.06717226435536294,0.5287107258938245
0,0.7479,7.8247,4.3151,5.9041,16,7,26390819,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1.3333,1,2583,1552401.1176470588,0.43452441302993877,3,17.08852678037267,0.1560130010834236,0.04550379198266522
1,4.4959,4.4959,0.0,0.0,4,1,10000000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.0,1,0,2000000.0,0.0,1,16.118095750958314,0.1657638136511376,0.04550379198266522
0,0.0849,0.0849,0.0,0.0,1,1,31000,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0,0,0,15500.0,1.0,1,10.34177474101152,0.1560130010834236,0.11484290357529794
1,1.7479,2.7288,1.7479,6.1452,16,3,21500000,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3.3333,1,358,1264705.8823529412,0.5598163802272854,2,16.88356353960952,0.08559046587215602,0.5287107258938245
1,4.8521,4.8521,6.5863,6.5863,5,1,4000000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.0,1,0,666666.6666666666,0.13181656406944098,0,15.201805169084134,0.020585048754062838,0.020585048754062838
1,0.5041,3.7068,2.9863,4.0219,5,3,9400000,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,4.0,1,1169,1566666.6666666667,0.7965112805910114,3,16.056220353623207,0.056338028169014086,0.5287107258938245
1,0.0411,2.1288,1.7562,4.874,9,3,5600000,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.0,1,762,560000.0,0.6809669731018047,2,15.53827733427679,0.1560130010834236,0.11484290357529794
1,2.0027,3.0466,3.5836,5.4767,9,2,6000000,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2.5,1,381,600000.0,0.30879923417789923,2,15.607270193858982,0.0065005417118093175,0.5287107258938245
1,2.137,10.1288,10.4164,12.1863,35,4,60704370,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,2.0,1,2917,1686232.5,0.2275088538862304,3,17.92152626332182,0.0021668472372697724,0.011917659804983749
1,0.7534,3.0712,3.9178,4.5041,16,3,2000000,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3.6667,1,846,117647.05882352941,0.36336549117930267,1,14.508658238524095,0.0010834236186348862,0.5287107258938245
1,0.4548,0.7041,0.5808,1.737,5,2,1000000,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,5.5,1,91,166666.66666666666,1.0960906101571062,2,13.815511557963774,0.0065005417118093175,0.5287107258938245
0,1.126,1.4055,0.7918,1.3973,3,2,200000,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,2.0,1,102,50000.0,0.8342718892086931,2,12.206077645517674,0.056338028169014086,0.018418201516793065
0,1.8658,1.8658,0.0,1.863,2,1,2300000,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2.0,1,0,766666.6666666666,0.6985679357317499,1,14.648420115681892,0.024918743228602384,0.5287107258938245
0,2.2164,2.2164,0.7479,3.4164,5,1,1000000,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1,0,166666.66666666666,0.9057150620414819,1,13.815511557963774,0.08559046587215602,0.5287107258938245
